id,category,english,amharic,amharicTranslit,afaanOromo,oromoPronunciation,context,exampleEn,difficulty,tags,reviewStatus
ethio-0603,Useful Phrases,please give me luggage,ሻንጣ እባክዎ ይስጡኝ,shanta ibakwo yistugn,miʼa imalaa maaloo naaf kenni,mia imalaa maaloo naaf kenni,"polite request for luggage; airport, taxi, hotel, and travel situations","Use 'please give me luggage' in polite request for luggage; airport, taxi, hotel, and travel situations.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0604,Useful Phrases,the luggage is not working,ሻንጣ አይሰራም,shanta ayiseram,miʼa imalaa hin hojjetu,mia imalaa hin hojjetu,"reporting a problem with luggage; airport, taxi, hotel, and travel situations","Use 'the luggage is not working' in reporting a problem with luggage; airport, taxi, hotel, and travel situations.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0605,Useful Phrases,I want suitcase,ሻንጣ እፈልጋለሁ,shanta ifeligalehu,saanduqa imalaa nan barbaada,saanduqa imalaa nan barbaada,requesting suitcase; travel luggage and hotel check-in,Use 'I want suitcase' in requesting suitcase; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0606,Useful Phrases,I need suitcase,ሻንጣ ያስፈልገኛል,shanta yasfelgeñal,saanduqa imalaa na barbaachisa,saanduqa imalaa na barbaachisa,explaining that suitcase is needed; travel luggage and hotel check-in,Use 'I need suitcase' in explaining that suitcase is needed; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0607,Useful Phrases,where is the suitcase,ሻንጣ የት ነው,shanta yet new,saanduqa imalaa eessa jira,saanduqa imalaa eessa jira,asking location of suitcase; travel luggage and hotel check-in,Use 'where is the suitcase' in asking location of suitcase; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0608,Useful Phrases,how much is the suitcase,ሻንጣ ስንት ነው,shanta sint new,saanduqa imalaa meeqa,saanduqa imalaa meeqa,asking price or cost of suitcase; travel luggage and hotel check-in,Use 'how much is the suitcase' in asking price or cost of suitcase; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0609,Useful Phrases,please give me suitcase,ሻንጣ እባክዎ ይስጡኝ,shanta ibakwo yistugn,saanduqa imalaa maaloo naaf kenni,saanduqa imalaa maaloo naaf kenni,polite request for suitcase; travel luggage and hotel check-in,Use 'please give me suitcase' in polite request for suitcase; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0610,Useful Phrases,the suitcase is not working,ሻንጣ አይሰራም,shanta ayiseram,saanduqa imalaa hin hojjetu,saanduqa imalaa hin hojjetu,reporting a problem with suitcase; travel luggage and hotel check-in,Use 'the suitcase is not working' in reporting a problem with suitcase; travel luggage and hotel check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0611,Useful Phrases,I want passport,ፓስፖርት እፈልጋለሁ,passport ifeligalehu,paaspoortii nan barbaada,paaspoortii nan barbaada,"requesting passport; airport, immigration, hotel ID requests","Use 'I want passport' in requesting passport; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0612,Useful Phrases,I need passport,ፓስፖርት ያስፈልገኛል,passport yasfelgeñal,paaspoortii na barbaachisa,paaspoortii na barbaachisa,"explaining that passport is needed; airport, immigration, hotel ID requests","Use 'I need passport' in explaining that passport is needed; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0613,Useful Phrases,where is the passport,ፓስፖርት የት ነው,passport yet new,paaspoortii eessa jira,paaspoortii eessa jira,"asking location of passport; airport, immigration, hotel ID requests","Use 'where is the passport' in asking location of passport; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0614,Useful Phrases,how much is the passport,ፓስፖርት ስንት ነው,passport sint new,paaspoortii meeqa,paaspoortii meeqa,"asking price or cost of passport; airport, immigration, hotel ID requests","Use 'how much is the passport' in asking price or cost of passport; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0615,Useful Phrases,please give me passport,ፓስፖርት እባክዎ ይስጡኝ,passport ibakwo yistugn,paaspoortii maaloo naaf kenni,paaspoortii maaloo naaf kenni,"polite request for passport; airport, immigration, hotel ID requests","Use 'please give me passport' in polite request for passport; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0616,Useful Phrases,the passport is not working,ፓስፖርት አይሰራም,passport ayiseram,paaspoortii hin hojjetu,paaspoortii hin hojjetu,"reporting a problem with passport; airport, immigration, hotel ID requests","Use 'the passport is not working' in reporting a problem with passport; airport, immigration, hotel ID requests.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0617,Useful Phrases,I want visa,ቪዛ እፈልጋለሁ,viza ifeligalehu,viizaa nan barbaada,viizaa nan barbaada,requesting visa; immigration and travel documents,Use 'I want visa' in requesting visa; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0618,Useful Phrases,I need visa,ቪዛ ያስፈልገኛል,viza yasfelgeñal,viizaa na barbaachisa,viizaa na barbaachisa,explaining that visa is needed; immigration and travel documents,Use 'I need visa' in explaining that visa is needed; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0619,Useful Phrases,where is the visa,ቪዛ የት ነው,viza yet new,viizaa eessa jira,viizaa eessa jira,asking location of visa; immigration and travel documents,Use 'where is the visa' in asking location of visa; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0620,Useful Phrases,how much is the visa,ቪዛ ስንት ነው,viza sint new,viizaa meeqa,viizaa meeqa,asking price or cost of visa; immigration and travel documents,Use 'how much is the visa' in asking price or cost of visa; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0621,Useful Phrases,please give me visa,ቪዛ እባክዎ ይስጡኝ,viza ibakwo yistugn,viizaa maaloo naaf kenni,viizaa maaloo naaf kenni,polite request for visa; immigration and travel documents,Use 'please give me visa' in polite request for visa; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0622,Useful Phrases,the visa is not working,ቪዛ አይሰራም,viza ayiseram,viizaa hin hojjetu,viizaa hin hojjetu,reporting a problem with visa; immigration and travel documents,Use 'the visa is not working' in reporting a problem with visa; immigration and travel documents.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0623,Useful Phrases,I want ticket,ትኬት እፈልጋለሁ,tiket ifeligalehu,tikeetii nan barbaada,tikeetii nan barbaada,"requesting ticket; bus, train, flight, event, and museum entry","Use 'I want ticket' in requesting ticket; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0624,Useful Phrases,I need ticket,ትኬት ያስፈልገኛል,tiket yasfelgeñal,tikeetii na barbaachisa,tikeetii na barbaachisa,"explaining that ticket is needed; bus, train, flight, event, and museum entry","Use 'I need ticket' in explaining that ticket is needed; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0625,Useful Phrases,where is the ticket,ትኬት የት ነው,tiket yet new,tikeetii eessa jira,tikeetii eessa jira,"asking location of ticket; bus, train, flight, event, and museum entry","Use 'where is the ticket' in asking location of ticket; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0626,Useful Phrases,how much is the ticket,ትኬት ስንት ነው,tiket sint new,tikeetii meeqa,tikeetii meeqa,"asking price or cost of ticket; bus, train, flight, event, and museum entry","Use 'how much is the ticket' in asking price or cost of ticket; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0627,Useful Phrases,please give me ticket,ትኬት እባክዎ ይስጡኝ,tiket ibakwo yistugn,tikeetii maaloo naaf kenni,tikeetii maaloo naaf kenni,"polite request for ticket; bus, train, flight, event, and museum entry","Use 'please give me ticket' in polite request for ticket; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0628,Useful Phrases,the ticket is not working,ትኬት አይሰራም,tiket ayiseram,tikeetii hin hojjetu,tikeetii hin hojjetu,"reporting a problem with ticket; bus, train, flight, event, and museum entry","Use 'the ticket is not working' in reporting a problem with ticket; bus, train, flight, event, and museum entry.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0629,Useful Phrases,I want boarding pass,የመሳፈሪያ ፈቃድ እፈልጋለሁ,ye-mesaferiya fekad ifeligalehu,waraqaa seensaa xiyyaaraa nan barbaada,waraqaa seensaa xiyyaaraa nan barbaada,requesting boarding pass; airport and flight check-in,Use 'I want boarding pass' in requesting boarding pass; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0630,Useful Phrases,I need boarding pass,የመሳፈሪያ ፈቃድ ያስፈልገኛል,ye-mesaferiya fekad yasfelgeñal,waraqaa seensaa xiyyaaraa na barbaachisa,waraqaa seensaa xiyyaaraa na barbaachisa,explaining that boarding pass is needed; airport and flight check-in,Use 'I need boarding pass' in explaining that boarding pass is needed; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
ethio-0631,Useful Phrases,where is the boarding pass,የመሳፈሪያ ፈቃድ የት ነው,ye-mesaferiya fekad yet new,waraqaa seensaa xiyyaaraa eessa jira,waraqaa seensaa xiyyaaraa eessa jira,asking location of boarding pass; airport and flight check-in,Use 'where is the boarding pass' in asking location of boarding pass; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|location,batch_2_ai_generated_needs_native_speaker_review
ethio-0632,Useful Phrases,how much is the boarding pass,የመሳፈሪያ ፈቃድ ስንት ነው,ye-mesaferiya fekad sint new,waraqaa seensaa xiyyaaraa meeqa,waraqaa seensaa xiyyaaraa meeqa,asking price or cost of boarding pass; airport and flight check-in,Use 'how much is the boarding pass' in asking price or cost of boarding pass; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|market,batch_2_ai_generated_needs_native_speaker_review
ethio-0633,Useful Phrases,please give me boarding pass,የመሳፈሪያ ፈቃድ እባክዎ ይስጡኝ,ye-mesaferiya fekad ibakwo yistugn,waraqaa seensaa xiyyaaraa maaloo naaf kenni,waraqaa seensaa xiyyaaraa maaloo naaf kenni,polite request for boarding pass; airport and flight check-in,Use 'please give me boarding pass' in polite request for boarding pass; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|polite,batch_2_ai_generated_needs_native_speaker_review
ethio-0634,Useful Phrases,the boarding pass is not working,የመሳፈሪያ ፈቃድ አይሰራም,ye-mesaferiya fekad ayiseram,waraqaa seensaa xiyyaaraa hin hojjetu,waraqaa seensaa xiyyaaraa hin hojjetu,reporting a problem with boarding pass; airport and flight check-in,Use 'the boarding pass is not working' in reporting a problem with boarding pass; airport and flight check-in.,beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|problem,batch_2_ai_generated_needs_native_speaker_review
ethio-0635,Useful Phrases,I want gate,መግቢያ በር እፈልጋለሁ,megbiya ber ifeligalehu,karra nan barbaada,karra nan barbaada,"requesting gate; airport gates, entrances, event doors","Use 'I want gate' in requesting gate; airport gates, entrances, event doors.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|request,batch_2_ai_generated_needs_native_speaker_review
ethio-0636,Useful Phrases,I need gate,መግቢያ በር ያስፈልገኛል,megbiya ber yasfelgeñal,karra na barbaachisa,karra na barbaachisa,"explaining that gate is needed; airport gates, entrances, event doors","Use 'I need gate' in explaining that gate is needed; airport gates, entrances, event doors.",beginner,useful-phrases|beginner|ethio-lang-batch-2|phrase|need,batch_2_ai_generated_needs_native_speaker_review
